market,markTwap,indexTwap,evt_block_time
SOLUSD,92.1644,92.6048,2022-02-23T13:57:57+00:00
SOLUSD,92.2105,92.6048,2022-02-23T13:55:24+00:00
SOLUSD,92.2474,92.6048,2022-02-23T13:53:30+00:00
SOLUSD,92.2566,92.6048,2022-02-23T13:52:17+00:00
ETHUSD,2732.3146,2733.8500,2022-02-23T13:52:02+00:00
SOLUSD,92.2658,92.6048,2022-02-23T13:51:45+00:00
SOLUSD,92.2658,92.6048,2022-02-23T13:51:30+00:00
SOLUSD,92.2381,92.6048,2022-02-23T13:41:23+00:00
ETHUSD,2733.6810,2737.7126,2022-02-23T13:40:03+00:00
SOLUSD,92.3212,92.6381,2022-02-23T13:36:37+00:00
SOLUSD,92.4043,92.7035,2022-02-23T13:34:51+00:00
SOLUSD,92.4228,92.7134,2022-02-23T13:34:35+00:00
ETHUSD,2737.5107,2741.2023,2022-02-23T13:33:57+00:00
ETHUSD,2740.7975,2743.0052,2022-02-23T13:29:38+00:00
ETHUSD,2742.1681,2743.6456,2022-02-23T13:28:06+00:00
SOLUSD,92.7468,92.7739,2022-02-23T13:28:06+00:00
ETHUSD,2742.7166,2743.7709,2022-02-23T13:27:48+00:00
ETHUSD,2743.5395,2743.8754,2022-02-23T13:27:33+00:00
ETHUSD,2745.4606,2745.7284,2022-02-23T13:24:33+00:00
ETHUSD,2746.0097,2746.2101,2022-02-23T13:23:13+00:00
SOLUSD,92.8953,92.6722,2022-02-23T13:22:58+00:00
ETHUSD,2746.0097,2746.3005,2022-02-23T13:22:58+00:00
SOLUSD,92.8953,92.6643,2022-02-23T13:22:42+00:00
SOLUSD,92.9046,92.6533,2022-02-23T13:22:26+00:00
ETHUSD,2746.5589,2747.0090,2022-02-23T13:20:43+00:00
SOLUSD,92.8953,92.5389,2022-02-23T13:20:43+00:00
SOLUSD,92.8953,92.5189,2022-02-23T13:20:25+00:00
ETHUSD,2746.5589,2746.9640,2022-02-23T13:19:55+00:00
SOLUSD,92.8860,92.4856,2022-02-23T13:19:55+00:00
ETHUSD,2746.5589,2746.9292,2022-02-23T13:19:18+00:00
ETHUSD,2746.5589,2746.9114,2022-02-23T13:18:59+00:00
ETHUSD,2746.2843,2746.8964,2022-02-23T13:18:43+00:00
SOLUSD,92.8396,92.3767,2022-02-23T13:18:05+00:00
SOLUSD,92.8025,92.3328,2022-02-23T13:16:46+00:00
SOLUSD,92.7747,92.3133,2022-02-23T13:16:11+00:00
SOLUSD,92.7654,92.3039,2022-02-23T13:15:54+00:00
ETHUSD,2745.4606,2745.6805,2022-02-23T13:15:54+00:00
SOLUSD,92.7097,92.2750,2022-02-23T13:15:02+00:00
SOLUSD,92.6912,92.2567,2022-02-23T13:14:29+00:00
SOLUSD,92.6727,92.2483,2022-02-23T13:14:14+00:00
ETHUSD,2743.5395,2743.9167,2022-02-23T13:11:59+00:00
ETHUSD,2743.2652,2743.6888,2022-02-23T13:11:43+00:00
SOLUSD,92.5245,92.1600,2022-02-23T13:11:27+00:00
ETHUSD,2742.4424,2742.7771,2022-02-23T13:10:39+00:00
ETHUSD,2742.1681,2742.5492,2022-02-23T13:10:23+00:00
SOLUSD,92.4875,92.1600,2022-02-23T13:10:08+00:00
ETHUSD,2741.8940,2742.4507,2022-02-23T13:10:08+00:00
ETHUSD,2741.8940,2742.5057,2022-02-23T13:09:28+00:00
SOLUSD,92.4690,92.1600,2022-02-23T13:08:54+00:00
ETHUSD,2742.1681,2742.7913,2022-02-23T13:08:17+00:00
SOLUSD,92.4690,92.1600,2022-02-23T13:08:17+00:00
ETHUSD,2742.1681,2742.9119,2022-02-23T13:07:47+00:00
SOLUSD,92.4598,92.1600,2022-02-23T13:07:47+00:00
ETHUSD,2742.1681,2742.9763,2022-02-23T13:07:31+00:00
SOLUSD,92.3951,92.1600,2022-02-23T13:03:55+00:00
ETHUSD,2741.8940,2742.6008,2022-02-23T13:02:59+00:00
SOLUSD,92.3674,92.1600,2022-02-23T13:02:28+00:00
ETHUSD,2742.1681,2742.7925,2022-02-23T13:02:12+00:00
SOLUSD,92.3674,92.1600,2022-02-23T13:02:12+00:00
SOLUSD,92.3674,92.1600,2022-02-23T13:01:57+00:00
SOLUSD,92.3674,92.1600,2022-02-23T13:01:40+00:00
SOLUSD,92.3858,92.1600,2022-02-23T13:00:46+00:00
SOLUSD,92.3951,92.1600,2022-02-23T13:00:23+00:00
SOLUSD,92.3489,92.1600,2022-02-23T12:55:52+00:00
ETHUSD,2742.9909,2743.3809,2022-02-23T12:55:52+00:00
ETHUSD,2742.9909,2743.2079,2022-02-23T12:54:58+00:00
SOLUSD,92.3304,92.1600,2022-02-23T12:54:43+00:00
ETHUSD,2742.9909,2743.0010,2022-02-23T12:54:43+00:00
ETHUSD,2742.9909,2742.7804,2022-02-23T12:54:27+00:00
ETHUSD,2741.6198,2741.0425,2022-02-23T12:52:21+00:00
SOLUSD,92.2935,92.1600,2022-02-23T12:52:06+00:00
ETHUSD,2741.0716,2740.6566,2022-02-23T12:51:28+00:00
SOLUSD,92.2289,92.1600,2022-02-23T12:47:27+00:00
SOLUSD,92.2197,92.1600,2022-02-23T12:47:09+00:00
ETHUSD,2738.0582,2737.9908,2022-02-23T12:47:09+00:00
ETHUSD,2737.7844,2737.7798,2022-02-23T12:46:54+00:00
ETHUSD,2736.6896,2737.0344,2022-02-23T12:46:01+00:00
SOLUSD,92.1460,92.1600,2022-02-23T12:45:46+00:00
ETHUSD,2736.1423,2736.6125,2022-02-23T12:45:31+00:00
SOLUSD,92.1367,92.1600,2022-02-23T12:45:31+00:00
ETHUSD,2734.5012,2735.3187,2022-02-23T12:43:59+00:00
ETHUSD,2734.2278,2735.0937,2022-02-23T12:43:43+00:00
SOLUSD,92.0815,92.1600,2022-02-23T12:43:04+00:00
ETHUSD,2733.4077,2734.4434,2022-02-23T12:42:49+00:00
SOLUSD,92.0815,92.1600,2022-02-23T12:42:49+00:00
ETHUSD,2733.1344,2734.3349,2022-02-23T12:42:33+00:00
SOLUSD,92.1275,92.1600,2022-02-23T12:38:26+00:00
SOLUSD,92.1275,92.1600,2022-02-23T12:38:08+00:00
ETHUSD,2729.0379,2731.8594,2022-02-23T12:36:28+00:00
ETHUSD,2728.7651,2731.7576,2022-02-23T12:36:13+00:00
SOLUSD,92.0907,92.1550,2022-02-23T12:35:23+00:00
SOLUSD,92.0907,92.1516,2022-02-23T12:35:05+00:00
SOLUSD,92.0907,92.1457,2022-02-23T12:34:34+00:00
SOLUSD,92.0907,92.1428,2022-02-23T12:34:19+00:00
ETHUSD,2727.9466,2730.8827,2022-02-23T12:33:30+00:00
ETHUSD,2727.9466,2730.7312,2022-02-23T12:33:11+00:00
SOLUSD,92.1091,92.1269,2022-02-23T12:32:56+00:00
SOLUSD,92.1644,92.1039,2022-02-23T12:30:56+00:00
SOLUSD,92.1828,92.0806,2022-02-23T12:28:54+00:00
SOLUSD,92.1644,92.0664,2022-02-23T12:27:40+00:00
SOLUSD,92.1091,92.0136,2022-02-23T12:23:04+00:00
SOLUSD,92.0907,91.9878,2022-02-23T12:18:40+00:00
SOLUSD,92.0815,91.9878,2022-02-23T12:18:08+00:00
ETHUSD,2721.4077,2722.4572,2022-02-23T12:18:08+00:00
ETHUSD,2721.4077,2722.4851,2022-02-23T12:17:53+00:00
ETHUSD,2721.1356,2722.5185,2022-02-23T12:17:35+00:00
SOLUSD,92.0907,91.9878,2022-02-23T12:16:37+00:00
SOLUSD,92.0815,91.9878,2022-02-23T12:14:37+00:00
SOLUSD,92.0999,91.9878,2022-02-23T12:12:44+00:00
ETHUSD,2721.4077,2723.0863,2022-02-23T12:12:29+00:00
ETHUSD,2721.4077,2723.0886,2022-02-23T12:11:37+00:00
ETHUSD,2721.4077,2722.8763,2022-02-23T12:10:49+00:00
ETHUSD,2720.8635,2722.8100,2022-02-23T12:06:57+00:00
ETHUSD,2720.8635,2722.8100,2022-02-23T12:06:26+00:00
SOLUSD,92.3027,92.3350,2022-02-23T12:01:53+00:00
SOLUSD,92.3397,92.3537,2022-02-23T12:00:30+00:00
SOLUSD,92.3489,92.3579,2022-02-23T12:00:11+00:00
ETHUSD,2726.8557,2726.8339,2022-02-23T11:57:24+00:00
ETHUSD,2727.1284,2726.9508,2022-02-23T11:57:09+00:00
SOLUSD,92.4505,92.4022,2022-02-23T11:56:54+00:00
SOLUSD,92.4598,92.4470,2022-02-23T11:56:38+00:00
SOLUSD,92.5245,92.4061,2022-02-23T11:55:22+00:00
SOLUSD,92.5338,92.3970,2022-02-23T11:55:05+00:00
SOLUSD,92.5523,92.3776,2022-02-23T11:54:29+00:00
SOLUSD,92.5615,92.3695,2022-02-23T11:54:14+00:00
SOLUSD,92.5800,92.3609,2022-02-23T11:53:58+00:00
SOLUSD,92.6263,92.3018,2022-02-23T11:52:08+00:00
SOLUSD,92.6356,92.2932,2022-02-23T11:51:52+00:00
SOLUSD,92.6356,92.2631,2022-02-23T11:50:56+00:00
SOLUSD,92.6263,92.2545,2022-02-23T11:50:40+00:00
ETHUSD,2728.7651,2728.0984,2022-02-23T11:50:40+00:00
SOLUSD,92.6171,92.2448,2022-02-23T11:50:22+00:00
ETHUSD,2729.0379,2728.2375,2022-02-23T11:50:22+00:00
ETHUSD,2729.0379,2728.2195,2022-02-23T11:50:06+00:00
ETHUSD,2729.0379,2728.2015,2022-02-23T11:49:50+00:00
ETHUSD,2729.0379,2728.0677,2022-02-23T11:49:35+00:00
SOLUSD,92.5800,92.1900,2022-02-23T11:49:20+00:00
ETHUSD,2728.7651,2727.9339,2022-02-23T11:49:20+00:00
ETHUSD,2728.7651,2727.9329,2022-02-23T11:49:05+00:00
SOLUSD,92.5708,92.1900,2022-02-23T11:49:05+00:00
ETHUSD,2728.4922,2727.9316,2022-02-23T11:48:46+00:00
SOLUSD,92.5615,92.1900,2022-02-23T11:48:46+00:00
ETHUSD,2728.4922,2727.9256,2022-02-23T11:47:20+00:00
SOLUSD,92.5430,92.1900,2022-02-23T11:46:47+00:00
SOLUSD,92.5245,92.1409,2022-02-23T11:45:07+00:00
ETHUSD,2727.6738,2727.9076,2022-02-23T11:42:58+00:00
ETHUSD,2727.6738,2727.9066,2022-02-23T11:42:43+00:00
SOLUSD,92.4783,92.0400,2022-02-23T11:42:10+00:00
ETHUSD,2727.6738,2727.9016,2022-02-23T11:41:31+00:00
ETHUSD,2727.6738,2727.8576,2022-02-23T11:41:16+00:00
SOLUSD,92.2105,91.8540,2022-02-23T11:36:44+00:00
SOLUSD,92.1920,91.8397,2022-02-23T11:36:19+00:00
ETHUSD,2723.5856,2724.6726,2022-02-23T11:32:30+00:00
SOLUSD,91.9435,91.6994,2022-02-23T11:32:13+00:00
ETHUSD,2723.3133,2724.4230,2022-02-23T11:32:13+00:00
SOLUSD,91.7965,91.6766,2022-02-23T11:30:20+00:00
SOLUSD,91.6864,91.6766,2022-02-23T11:28:49+00:00
SOLUSD,91.6681,91.6766,2022-02-23T11:28:32+00:00
SOLUSD,91.5581,91.6766,2022-02-23T11:26:45+00:00
ETHUSD,2717.3289,2717.2381,2022-02-23T11:26:22+00:00
ETHUSD,2717.0571,2717.0080,2022-02-23T11:26:06+00:00
SOLUSD,91.5215,91.6766,2022-02-23T11:26:06+00:00
SOLUSD,91.5032,91.6766,2022-02-23T11:25:36+00:00
SOLUSD,91.4026,91.6766,2022-02-23T11:22:34+00:00
ETHUSD,2714.3416,2714.2271,2022-02-23T11:22:17+00:00
SOLUSD,91.3935,91.6766,2022-02-23T11:21:29+00:00
SOLUSD,91.3844,91.6766,2022-02-23T11:20:05+00:00
ETHUSD,2714.3416,2714.0093,2022-02-23T11:18:30+00:00
ETHUSD,2714.3416,2714.2826,2022-02-23T11:17:29+00:00
SOLUSD,91.4301,91.6135,2022-02-23T11:17:29+00:00
ETHUSD,2714.8845,2714.3434,2022-02-23T11:16:18+00:00
ETHUSD,2715.6990,2715.0620,2022-02-23T11:14:30+00:00
ETHUSD,2715.6990,2715.1480,2022-02-23T11:14:15+00:00
SOLUSD,91.5673,91.4857,2022-02-23T11:13:22+00:00
SOLUSD,91.5765,91.4780,2022-02-23T11:13:07+00:00
ETHUSD,2715.9706,2715.8074,2022-02-23T11:12:20+00:00
SOLUSD,91.5948,91.4537,2022-02-23T11:12:20+00:00
ETHUSD,2715.6990,2715.8991,2022-02-23T11:12:04+00:00
ETHUSD,2715.9706,2716.0023,2022-02-23T11:11:46+00:00
ETHUSD,2715.9706,2716.0940,2022-02-23T11:11:30+00:00
SOLUSD,91.6222,91.4278,2022-02-23T11:11:30+00:00
SOLUSD,91.6314,91.3342,2022-02-23T11:08:29+00:00
SOLUSD,91.6222,91.3176,2022-02-23T11:07:57+00:00
ETHUSD,2715.9706,2717.0873,2022-02-23T11:07:57+00:00
ETHUSD,2715.9706,2717.0665,2022-02-23T11:07:42+00:00
ETHUSD,2715.4275,2716.8581,2022-02-23T11:05:12+00:00
ETHUSD,2715.4275,2716.7072,2022-02-23T11:04:40+00:00
SOLUSD,91.5490,91.2005,2022-02-23T11:04:16+00:00
SOLUSD,91.5398,91.1911,2022-02-23T11:04:01+00:00
SOLUSD,91.4392,91.1107,2022-02-23T11:01:52+00:00
SOLUSD,91.4118,91.0584,2022-02-23T11:00:28+00:00
SOLUSD,91.4118,91.0471,2022-02-23T11:00:10+00:00
ETHUSD,2713.2561,2715.5300,2022-02-23T10:58:20+00:00
ETHUSD,2713.2561,2715.5300,2022-02-23T10:58:05+00:00
SOLUSD,91.2839,90.9156,2022-02-23T10:56:39+00:00
SOLUSD,91.2656,90.9044,2022-02-23T10:56:21+00:00
SOLUSD,91.2291,90.8707,2022-02-23T10:55:27+00:00
SOLUSD,91.1471,90.7803,2022-02-23T10:53:02+00:00
SOLUSD,91.1288,90.7653,2022-02-23T10:52:38+00:00
ETHUSD,2716.7855,2718.6010,2022-02-23T10:46:30+00:00
SOLUSD,90.9286,90.4426,2022-02-23T10:46:13+00:00
ETHUSD,2717.0571,2718.6588,2022-02-23T10:46:13+00:00
SOLUSD,90.9104,90.4341,2022-02-23T10:45:58+00:00
ETHUSD,2717.0571,2718.7098,2022-02-23T10:45:58+00:00
SOLUSD,90.7288,90.3542,2022-02-23T10:43:37+00:00
SOLUSD,90.7106,90.3451,2022-02-23T10:43:21+00:00
SOLUSD,90.6653,90.3145,2022-02-23T10:42:27+00:00
ETHUSD,2716.5138,2719.5020,2022-02-23T10:42:05+00:00
SOLUSD,90.6472,90.2936,2022-02-23T10:41:50+00:00
ETHUSD,2716.5138,2719.4908,2022-02-23T10:41:50+00:00
SOLUSD,90.6290,90.2828,2022-02-23T10:41:31+00:00
ETHUSD,2716.2422,2719.2368,2022-02-23T10:40:20+00:00
ETHUSD,2716.2422,2719.0251,2022-02-23T10:40:04+00:00
SOLUSD,90.4932,90.1400,2022-02-23T10:37:37+00:00
ETHUSD,2714.3416,2716.8416,2022-02-23T10:37:19+00:00
ETHUSD,2714.3416,2716.7420,2022-02-23T10:37:03+00:00
SOLUSD,90.4480,90.1400,2022-02-23T10:36:48+00:00
ETHUSD,2713.7988,2715.9020,2022-02-23T10:34:48+00:00
SOLUSD,90.3485,90.1618,2022-02-23T10:34:30+00:00
SOLUSD,90.3034,90.1822,2022-02-23T10:32:58+00:00
SOLUSD,90.2402,90.2082,2022-02-23T10:31:01+00:00
SOLUSD,90.2402,90.2122,2022-02-23T10:30:43+00:00
SOLUSD,90.2312,90.2204,2022-02-23T10:30:06+00:00
SOLUSD,90.2221,90.2247,2022-02-23T10:29:47+00:00
ETHUSD,2709.7314,2710.4376,2022-02-23T10:27:16+00:00
ETHUSD,2709.7314,2710.2132,2022-02-23T10:27:00+00:00
ETHUSD,2709.1895,2709.8622,2022-02-23T10:26:15+00:00
SOLUSD,90.0869,90.2718,2022-02-23T10:26:15+00:00
SOLUSD,90.0059,90.3400,2022-02-23T10:21:43+00:00
SOLUSD,89.9969,90.3400,2022-02-23T10:20:58+00:00
ETHUSD,2706.7524,2708.6081,2022-02-23T10:18:55+00:00
SOLUSD,90.0059,90.3400,2022-02-23T10:17:39+00:00
ETHUSD,2707.0231,2708.7111,2022-02-23T10:17:39+00:00
ETHUSD,2707.0231,2709.1653,2022-02-23T10:17:05+00:00
SOLUSD,90.0689,90.3400,2022-02-23T10:15:21+00:00
ETHUSD,2710.5444,2712.1267,2022-02-23T10:10:43+00:00
ETHUSD,2710.8154,2712.2337,2022-02-23T10:10:28+00:00
ETHUSD,2711.0865,2712.3621,2022-02-23T10:10:10+00:00
SOLUSD,90.3124,90.3400,2022-02-23T10:09:54+00:00
ETHUSD,2711.0865,2712.4763,2022-02-23T10:09:54+00:00
ETHUSD,2713.2561,2712.8635,2022-02-23T10:03:51+00:00
SOLUSD,90.4208,90.3400,2022-02-23T10:03:31+00:00
SOLUSD,90.4028,90.3400,2022-02-23T10:02:20+00:00
ETHUSD,2713.5274,2712.7199,2022-02-23T10:02:20+00:00
SOLUSD,90.3485,90.3400,2022-02-23T09:58:26+00:00
SOLUSD,90.3395,90.3400,2022-02-23T09:58:11+00:00
SOLUSD,90.3034,90.3400,2022-02-23T09:55:39+00:00
SOLUSD,90.3034,90.3400,2022-02-23T09:54:45+00:00
SOLUSD,90.2943,90.3400,2022-02-23T09:53:42+00:00
SOLUSD,90.3305,90.3400,2022-02-23T09:49:45+00:00
SOLUSD,90.3485,90.3400,2022-02-23T09:49:09+00:00
SOLUSD,90.4480,90.3400,2022-02-23T09:46:30+00:00
ETHUSD,2716.5138,2718.8990,2022-02-23T09:45:01+00:00
ETHUSD,2716.5138,2718.7822,2022-02-23T09:44:42+00:00
ETHUSD,2716.5138,2718.6900,2022-02-23T09:44:27+00:00
SOLUSD,90.4842,90.3400,2022-02-23T09:44:12+00:00
ETHUSD,2716.2422,2718.5978,2022-02-23T09:44:12+00:00
ETHUSD,2715.1560,2718.1595,2022-02-23T09:40:43+00:00
ETHUSD,2715.1560,2718.1680,2022-02-23T09:40:28+00:00
ETHUSD,2715.4275,2718.2844,2022-02-23T09:37:04+00:00
SOLUSD,90.4208,90.3400,2022-02-23T09:35:12+00:00
ETHUSD,2716.2422,2718.4494,2022-02-23T09:32:15+00:00
ETHUSD,2716.2422,2718.5501,2022-02-23T09:32:00+00:00
ETHUSD,2716.2422,2718.6509,2022-02-23T09:31:45+00:00
SOLUSD,90.3576,90.3400,2022-02-23T09:31:28+00:00
ETHUSD,2716.2422,2718.7651,2022-02-23T09:31:28+00:00
SOLUSD,90.3485,90.3400,2022-02-23T09:30:55+00:00
SOLUSD,90.3576,90.3400,2022-02-23T09:29:17+00:00
ETHUSD,2718.1441,2720.2364,2022-02-23T09:27:16+00:00
ETHUSD,2718.1441,2720.2364,2022-02-23T09:27:00+00:00
SOLUSD,90.4118,90.3400,2022-02-23T09:26:25+00:00
ETHUSD,2714.3416,2715.8662,2022-02-23T09:21:36+00:00
SOLUSD,90.2673,90.0778,2022-02-23T09:17:57+00:00
SOLUSD,90.2312,90.0472,2022-02-23T09:17:02+00:00
SOLUSD,90.2041,90.0267,2022-02-23T09:16:25+00:00
SOLUSD,90.1951,90.0072,2022-02-23T09:15:50+00:00
SOLUSD,90.0869,89.9072,2022-02-23T09:12:50+00:00
SOLUSD,90.0689,89.8972,2022-02-23T09:12:32+00:00
ETHUSD,2703.2361,2703.6021,2022-02-23T09:11:46+00:00
SOLUSD,90.0329,89.8717,2022-02-23T09:11:46+00:00
ETHUSD,2702.6956,2703.1994,2022-02-23T09:11:16+00:00
SOLUSD,90.0059,89.8400,2022-02-23T09:11:16+00:00
SOLUSD,89.9879,89.8400,2022-02-23T09:10:45+00:00
ETHUSD,2702.4253,2702.7832,2022-02-23T09:10:45+00:00
SOLUSD,89.9339,89.8400,2022-02-23T09:09:02+00:00
ETHUSD,2701.6147,2701.8543,2022-02-23T09:08:31+00:00
SOLUSD,89.9249,89.8400,2022-02-23T09:08:31+00:00
ETHUSD,2701.6147,2701.7433,2022-02-23T09:08:15+00:00
ETHUSD,2701.3446,2701.5284,2022-02-23T09:07:29+00:00
SOLUSD,89.8440,89.8400,2022-02-23T09:04:17+00:00
SOLUSD,89.8350,89.8400,2022-02-23T09:03:32+00:00
SOLUSD,89.8710,89.8400,2022-02-23T09:01:35+00:00
SOLUSD,89.8890,89.8400,2022-02-23T08:58:40+00:00
SOLUSD,89.8979,89.8400,2022-02-23T08:56:20+00:00
ETHUSD,2705.3995,2705.1982,2022-02-23T08:55:50+00:00
SOLUSD,89.8710,89.8400,2022-02-23T08:52:25+00:00
SOLUSD,89.8620,89.8400,2022-02-23T08:52:07+00:00
ETHUSD,2707.0231,2706.9428,2022-02-23T08:51:52+00:00
ETHUSD,2709.1895,2709.4974,2022-02-23T08:49:01+00:00
ETHUSD,2709.4604,2709.7926,2022-02-23T08:48:26+00:00
SOLUSD,89.9249,89.8400,2022-02-23T08:48:11+00:00
SOLUSD,89.9339,89.8400,2022-02-23T08:43:21+00:00
SOLUSD,89.9519,89.8032,2022-02-23T08:41:32+00:00
SOLUSD,89.9519,89.7852,2022-02-23T08:41:11+00:00
SOLUSD,89.9429,89.7185,2022-02-23T08:39:53+00:00
SOLUSD,89.9069,89.6347,2022-02-23T08:38:15+00:00
ETHUSD,2708.3769,2710.9344,2022-02-23T08:36:55+00:00
SOLUSD,89.8710,89.5662,2022-02-23T08:36:55+00:00
SOLUSD,89.8440,89.5397,2022-02-23T08:36:24+00:00
ETHUSD,2707.5645,2710.0195,2022-02-23T08:36:24+00:00
ETHUSD,2705.9406,2708.4259,2022-02-23T08:35:30+00:00
SOLUSD,89.7273,89.4514,2022-02-23T08:34:25+00:00
SOLUSD,89.7094,89.4353,2022-02-23T08:34:03+00:00
SOLUSD,89.6107,89.3850,2022-02-23T08:32:54+00:00
SOLUSD,89.5749,89.3624,2022-02-23T08:32:23+00:00
ETHUSD,2699.9943,2702.4057,2022-02-23T08:32:06+00:00
SOLUSD,89.5033,89.3150,2022-02-23T08:31:18+00:00
ETHUSD,2698.1051,2700.5169,2022-02-23T08:31:02+00:00
SOLUSD,89.4675,89.2917,2022-02-23T08:30:46+00:00
ETHUSD,2694.3306,2695.8279,2022-02-23T08:28:34+00:00
SOLUSD,89.2709,89.1801,2022-02-23T08:28:13+00:00
SOLUSD,89.2620,89.1691,2022-02-23T08:27:58+00:00
ETHUSD,2693.2531,2694.6875,2022-02-23T08:27:58+00:00
SOLUSD,89.2352,89.1582,2022-02-23T08:27:43+00:00
ETHUSD,2692.7146,2694.2965,2022-02-23T08:27:43+00:00
SOLUSD,89.1638,89.1437,2022-02-23T08:26:28+00:00
ETHUSD,2690.8304,2691.9508,2022-02-23T08:26:13+00:00
SOLUSD,89.1193,89.1494,2022-02-23T08:25:43+00:00
ETHUSD,2690.2923,2691.1689,2022-02-23T08:25:43+00:00
ETHUSD,2689.7543,2690.9031,2022-02-23T08:25:28+00:00
SOLUSD,89.1104,89.1513,2022-02-23T08:25:28+00:00
ETHUSD,2689.7543,2690.6373,2022-02-23T08:25:13+00:00
ETHUSD,2688.6787,2689.0600,2022-02-23T08:23:44+00:00
ETHUSD,2688.6787,2689.0600,2022-02-23T08:23:29+00:00
SOLUSD,89.0213,89.1682,2022-02-23T08:23:14+00:00
ETHUSD,2688.6787,2689.0600,2022-02-23T08:22:58+00:00
SOLUSD,89.0124,89.1702,2022-02-23T08:22:58+00:00
ETHUSD,2688.4099,2689.0600,2022-02-23T08:22:41+00:00
SOLUSD,89.0035,89.1724,2022-02-23T08:22:41+00:00
SOLUSD,88.9679,89.1836,2022-02-23T08:21:33+00:00
SOLUSD,88.9234,89.1836,2022-02-23T08:19:24+00:00
ETHUSD,2691.0995,2690.9399,2022-02-23T08:17:17+00:00
ETHUSD,2692.1761,2691.6513,2022-02-23T08:15:31+00:00
ETHUSD,2692.4453,2691.7519,2022-02-23T08:15:16+00:00
SOLUSD,88.9857,89.1836,2022-02-23T08:14:40+00:00
SOLUSD,88.9590,89.1836,2022-02-23T08:12:54+00:00
SOLUSD,88.9590,89.1836,2022-02-23T08:12:36+00:00
SOLUSD,88.9857,89.1836,2022-02-23T08:09:23+00:00
ETHUSD,2691.6377,2693.7062,2022-02-23T08:07:10+00:00
ETHUSD,2690.2923,2692.7986,2022-02-23T08:04:00+00:00
ETHUSD,2690.0233,2692.7000,2022-02-23T08:03:45+00:00
SOLUSD,89.0836,89.1836,2022-02-23T08:03:45+00:00
SOLUSD,89.0925,89.1836,2022-02-23T08:02:46+00:00
ETHUSD,2688.9476,2691.8069,2022-02-23T08:02:29+00:00
SOLUSD,89.0925,89.1836,2022-02-23T08:02:29+00:00
SOLUSD,89.1104,89.1836,2022-02-23T08:01:30+00:00
ETHUSD,2687.0661,2690.7540,2022-02-23T08:00:00+00:00
ETHUSD,2686.7974,2690.6127,2022-02-23T07:59:40+00:00
SOLUSD,89.1193,89.1836,2022-02-23T07:59:40+00:00
ETHUSD,2685.4544,2687.9484,2022-02-23T07:55:45+00:00
SOLUSD,89.1995,89.1836,2022-02-23T07:55:30+00:00
ETHUSD,2685.1859,2687.4469,2022-02-23T07:55:00+00:00
ETHUSD,2685.1859,2687.3504,2022-02-23T07:54:45+00:00
SOLUSD,89.2263,89.1836,2022-02-23T07:54:45+00:00
ETHUSD,2684.9174,2686.9387,2022-02-23T07:53:41+00:00
ETHUSD,2684.9174,2686.8293,2022-02-23T07:53:24+00:00
ETHUSD,2684.9174,2686.7328,2022-02-23T07:53:09+00:00
SOLUSD,89.3245,89.1836,2022-02-23T07:52:14+00:00
SOLUSD,89.3334,89.1836,2022-02-23T07:48:19+00:00
ETHUSD,2680.8932,2681.5824,2022-02-23T07:47:28+00:00
SOLUSD,89.2887,89.1836,2022-02-23T07:41:29+00:00
SOLUSD,89.2887,89.1836,2022-02-23T07:41:04+00:00
SOLUSD,89.2798,89.1836,2022-02-23T07:40:14+00:00
SOLUSD,89.2530,89.1836,2022-02-23T07:39:13+00:00
SOLUSD,89.2352,89.1836,2022-02-23T07:38:43+00:00
SOLUSD,89.2352,89.1836,2022-02-23T07:38:28+00:00
SOLUSD,89.2352,89.1836,2022-02-23T07:38:13+00:00
ETHUSD,2670.1916,2670.2973,2022-02-23T07:37:27+00:00
SOLUSD,89.2173,89.1836,2022-02-23T07:37:12+00:00
ETHUSD,2669.9246,2670.0553,2022-02-23T07:37:12+00:00
ETHUSD,2669.9246,2669.9646,2022-02-23T07:36:57+00:00
SOLUSD,89.2084,89.1836,2022-02-23T07:36:57+00:00
ETHUSD,2669.3907,2669.8141,2022-02-23T07:34:59+00:00
ETHUSD,2669.9246,2669.9988,2022-02-23T07:32:43+00:00
ETHUSD,2670.1916,2670.1616,2022-02-23T07:32:21+00:00
SOLUSD,89.2887,89.1836,2022-02-23T07:31:47+00:00
SOLUSD,89.3155,89.1836,2022-02-23T07:30:39+00:00
SOLUSD,89.3155,89.1836,2022-02-23T07:30:09+00:00
SOLUSD,89.3513,89.1836,2022-02-23T07:28:26+00:00
ETHUSD,2671.5270,2672.1472,2022-02-23T07:24:32+00:00
SOLUSD,89.4228,89.1836,2022-02-23T07:23:21+00:00
SOLUSD,89.4407,89.1836,2022-02-23T07:21:15+00:00
ETHUSD,2670.4586,2671.1414,2022-02-23T07:20:54+00:00
SOLUSD,89.4407,89.1836,2022-02-23T07:20:54+00:00
SOLUSD,89.4317,89.1836,2022-02-23T07:19:56+00:00
SOLUSD,89.4228,89.1836,2022-02-23T07:18:11+00:00
ETHUSD,2667.5229,2668.3439,2022-02-23T07:17:39+00:00
SOLUSD,89.4049,89.1836,2022-02-23T07:17:05+00:00
ETHUSD,2666.7228,2667.3473,2022-02-23T07:16:30+00:00
SOLUSD,89.3602,89.1836,2022-02-23T07:14:18+00:00
