,startTime,time,open,high,low,close,volume
0,2021-01-01T01:00:00+00:00,1609462800000.0,1.545,1.605,1.53,1.5675,284901.2725
1,2021-01-01T02:00:00+00:00,1609466400000.0,1.5675,1.5825,1.5675,1.58,30910.0475
2,2021-01-01T03:00:00+00:00,1609470000000.0,1.58,1.5975,1.5775,1.5975,30688.695
3,2021-01-01T04:00:00+00:00,1609473600000.0,1.5975,1.6075,1.5825,1.595,135076.6475
4,2021-01-01T05:00:00+00:00,1609477200000.0,1.595,1.61,1.585,1.595,108137.585
5,2021-01-01T06:00:00+00:00,1609480800000.0,1.595,1.625,1.595,1.62,148792.56
6,2021-01-01T07:00:00+00:00,1609484400000.0,1.62,1.63,1.61,1.62,76530.985
7,2021-01-01T08:00:00+00:00,1609488000000.0,1.62,1.62,1.56,1.6025,121536.3175
8,2021-01-01T09:00:00+00:00,1609491600000.0,1.6025,1.615,1.5675,1.57,42756.835
9,2021-01-01T10:00:00+00:00,1609495200000.0,1.57,1.6375,1.57,1.63,88512.765
10,2021-01-01T11:00:00+00:00,1609498800000.0,1.63,1.6325,1.6025,1.625,70045.2725
11,2021-01-01T12:00:00+00:00,1609502400000.0,1.625,1.64,1.5825,1.5975,54318.625
12,2021-01-01T13:00:00+00:00,1609506000000.0,1.5975,1.615,1.58,1.6025,113394.8675
13,2021-01-01T14:00:00+00:00,1609509600000.0,1.6025,1.645,1.5875,1.645,141720.0475
14,2021-01-01T15:00:00+00:00,1609513200000.0,1.645,1.6525,1.6175,1.645,155763.46
15,2021-01-01T16:00:00+00:00,1609516800000.0,1.645,1.6675,1.62,1.65,174094.505
16,2021-01-01T17:00:00+00:00,1609520400000.0,1.65,1.72,1.6025,1.67,551572.125
17,2021-01-01T18:00:00+00:00,1609524000000.0,1.67,1.8375,1.65,1.765,2529701.1975
18,2021-01-01T19:00:00+00:00,1609527600000.0,1.765,1.8325,1.72,1.7325,411390.08
19,2021-01-01T20:00:00+00:00,1609531200000.0,1.7325,1.8175,1.72,1.7775,313394.0775
20,2021-01-01T21:00:00+00:00,1609534800000.0,1.7775,1.785,1.725,1.7625,242246.39
21,2021-01-01T22:00:00+00:00,1609538400000.0,1.7625,1.815,1.7625,1.81,150822.5675
22,2021-01-01T23:00:00+00:00,1609542000000.0,1.81,1.8675,1.7875,1.845,497899.9375
23,2021-01-02T00:00:00+00:00,1609545600000.0,1.845,1.85,1.7225,1.7725,568654.65
24,2021-01-02T01:00:00+00:00,1609549200000.0,1.7725,1.86,1.73,1.8525,352729.8025
25,2021-01-02T02:00:00+00:00,1609552800000.0,1.8525,1.9075,1.815,1.82,327590.4875
26,2021-01-02T03:00:00+00:00,1609556400000.0,1.82,1.9025,1.8175,1.865,106652.25
27,2021-01-02T04:00:00+00:00,1609560000000.0,1.865,1.865,1.82,1.84,71024.1
28,2021-01-02T05:00:00+00:00,1609563600000.0,1.84,1.845,1.79,1.8,90999.7575
29,2021-01-02T06:00:00+00:00,1609567200000.0,1.8,1.8175,1.765,1.77,87726.13
30,2021-01-02T07:00:00+00:00,1609570800000.0,1.77,1.7925,1.75,1.7575,78696.2
31,2021-01-02T08:00:00+00:00,1609574400000.0,1.76,1.7875,1.7525,1.77,40892.965
32,2021-01-02T09:00:00+00:00,1609578000000.0,1.77,1.7925,1.725,1.725,105327.6525
33,2021-01-02T10:00:00+00:00,1609581600000.0,1.725,1.7775,1.72,1.7475,35883.7825
34,2021-01-02T11:00:00+00:00,1609585200000.0,1.7475,1.78,1.745,1.77,64970.905
35,2021-01-02T12:00:00+00:00,1609588800000.0,1.77,1.8125,1.72,1.8125,105653.0
36,2021-01-02T13:00:00+00:00,1609592400000.0,1.8125,1.85,1.7925,1.8025,172450.1575
37,2021-01-02T14:00:00+00:00,1609596000000.0,1.8025,1.805,1.7475,1.78,168274.815
38,2021-01-02T15:00:00+00:00,1609599600000.0,1.78,1.8025,1.76,1.78,60460.97
39,2021-01-02T16:00:00+00:00,1609603200000.0,1.78,1.835,1.7525,1.8125,306632.725
40,2021-01-02T17:00:00+00:00,1609606800000.0,1.8125,1.9325,1.81,1.9225,636082.9625
41,2021-01-02T18:00:00+00:00,1609610400000.0,1.9225,2.01,1.8825,1.9075,383743.745
42,2021-01-02T19:00:00+00:00,1609614000000.0,1.9075,1.94,1.8725,1.92,112015.09
43,2021-01-02T20:00:00+00:00,1609617600000.0,1.92,1.9275,1.755,1.7775,289511.0875
44,2021-01-02T21:00:00+00:00,1609621200000.0,1.7775,1.84,1.7725,1.8225,392344.3075
